Top pages,Clicks,Impressions,CTR,Position
https://nailartai.app/nail-salons/michigan/kalamazoo/v-nails-spa,1,374,0.27%,8.48
https://www.nailartai.app/nail-salons/pennsylvania/collegeville/hello-trappe-nails-llc,1,365,0.27%,6.04
https://nailartai.app/nail-salons/pennsylvania/collegeville/hello-trappe-nails-llc,1,347,0.29%,8.19
https://www.nailartai.app/nail-salons/pennsylvania/easton/magnolia-nails-spa,1,345,0.29%,10.54
https://www.nailartai.app/nail-salons/georgia/columbus/the-x-nails-bar-15-off-for-new-client,1,336,0.3%,7.51
https://nailartai.app/nail-salons/alabama/hartselle/simply-nail-spa,1,315,0.32%,10.72
https://www.nailartai.app/nail-salons/pennsylvania/olyphant/hz-mermaid-nail-salon,1,313,0.32%,7.05
https://nailartai.app/nail-salons/alabama/cullman/nail-bar-lounge,1,304,0.33%,9.06
https://www.nailartai.app/nail-salons/michigan/muskegon/twins-nails-spa,1,286,0.35%,8.34
https://nailartai.app/nail-salons/georgia/columbus/the-x-nails-bar-15-off-for-new-client,1,275,0.36%,7.95
https://www.nailartai.app/nail-salons/pennsylvania/allentown/bliss-nails-spa,1,275,0.36%,8.97
https://nailartai.app/nail-salons/michigan/rochester-hills/creative-nails-too,1,268,0.37%,10.06
https://nailartai.app/nail-salons/michigan/muskegon/lucky-nails,1,260,0.38%,6.82
https://www.nailartai.app/nail-salons/pennsylvania/spring-grove/nails-salem,1,260,0.38%,7.36
https://www.nailartai.app/nail-salons/pennsylvania/collegeville/star-nails-by-kim,1,251,0.4%,7.07
https://www.nailartai.app/nail-salons/pennsylvania/beaver/luna-nail-studio,1,250,0.4%,10.32
https://www.nailartai.app/nail-salons/pennsylvania/murrysville/1st-nails-spa,1,249,0.4%,16.18
https://nailartai.app/nail-salons/pennsylvania/bethlehem/tipsy-nails-spa,1,245,0.41%,10.89
https://nailartai.app/nail-salons/michigan/grosse-pointe/asian-nails,1,244,0.41%,7.44
https://www.nailartai.app/nail-salons/michigan/jenison/posh-nails-spa-knapp-s-corner,1,244,0.41%,7.74
https://nailartai.app/nail-salons/michigan/big-rapids/cat-nails-spa,1,242,0.41%,13.22
https://nailartai.app/nail-salons/michigan/mount-pleasant/la-nails,1,238,0.42%,9.17
https://nailartai.app/nail-salons/pennsylvania/exton/nina-nails-spa,1,234,0.43%,10.27
https://nailartai.app/nail-salons/california/santa-clarita/victoria-nails-lounge,1,230,0.43%,6
https://www.nailartai.app/nail-salons/pennsylvania/monroeville,1,229,0.44%,13.62
https://www.nailartai.app/nail-salons/pennsylvania/north-wales/beyond-nails,1,225,0.44%,8.53
https://nailartai.app/nail-salons/delaware/lewes/tnt-nails-spa-llc,1,221,0.45%,8.67
https://www.nailartai.app/nail-salons/pennsylvania/archbald/hz-mermaid-nail-salon,1,214,0.47%,7.98
https://www.nailartai.app/nail-salons/michigan/east-lansing/m-vinc-nail-spa-eastwood-towne-center,1,207,0.48%,8.54
https://nailartai.app/nail-salons/delaware/smyrna/bb-nails-spa,1,207,0.48%,10.61
https://www.nailartai.app/nail-salons/pennsylvania/oakmont/royal-nails-spa,1,206,0.49%,8.47
https://nailartai.app/nail-salons/michigan/sault-ste-marie/number-1-nails,1,202,0.5%,8.61
https://nailartai.app/nail-salons/michigan/ann-arbor/pro-nails-spa,1,202,0.5%,9.76
https://nailartai.app/nail-salons/massachusetts/springfield/lucky-nails-salon,1,200,0.5%,12.73
https://nailartai.app/nail-salons/michigan/novi/attractive-nails,1,197,0.51%,10.42
https://nailartai.app/nail-salons/new-jersey/jersey-city/fresh-nails-spa,1,197,0.51%,11.51
https://www.nailartai.app/nail-salons/pennsylvania/greensburg/h-m-nails,1,196,0.51%,11.27
https://nailartai.app/nail-salons/michigan/pinconning/sam-s-hair-design,1,195,0.51%,9.35
https://www.nailartai.app/nail-salons/pennsylvania/annville,1,194,0.52%,8.18
https://nailartai.app/nail-salons/michigan/pontiac/dawn-nail-spa,1,192,0.52%,10.48
https://nailartai.app/nail-salons/michigan/saline/elite-nails,1,190,0.53%,10.53
https://nailartai.app/nail-salons/mississippi/hattiesburg/glamour-nails,1,187,0.53%,7.74
https://www.nailartai.app/nail-salons/pennsylvania/indiana/bella-day-spa-and-transform-med-spa,1,187,0.53%,12.8
https://nailartai.app/nail-salons/illinois/aurora/apex-nail-spa-montgomery,1,183,0.55%,7.6
https://www.nailartai.app/nail-salons/michigan/clarkston/paradise-nails-and-spa,1,182,0.55%,14.16
https://www.nailartai.app/nail-salons/pennsylvania/ridgway/c-t-nails-spa-dubois,1,181,0.55%,11.96
https://nailartai.app/nail-salons/pennsylvania/shamokin/q-nails,1,178,0.56%,9.29
https://nailartai.app/nail-salons/michigan/rockford/k-k-nails-too,1,178,0.56%,11.83
https://www.nailartai.app/nail-salons/pennsylvania/chambersburg,1,175,0.57%,13.68
https://nailartai.app/nail-salons/wisconsin/antigo/lulu-nails-spa,1,172,0.58%,9.35
https://nailartai.app/nail-salons/michigan/taylor/peony-nails-and-spa,1,171,0.58%,10.94
https://nailartai.app/nail-salons/mississippi/hattiesburg/sky-nails-llc,1,170,0.59%,8.36
https://www.nailartai.app/nail-salons/pennsylvania/philadelphia/philadelphia-nails-and-esthetics,1,169,0.59%,7.92
https://nailartai.app/nail-salons/pennsylvania/cranberry-township/nails-co,1,169,0.59%,8.38
https://www.nailartai.app/nail-salons/pennsylvania/morrisville/flower-nails-spa,1,168,0.6%,12.44
https://www.nailartai.app/nail-salons/pennsylvania/coatesville/limited-nail-salon,1,167,0.6%,9.75
https://nailartai.app/nail-salons/pennsylvania/lancaster/da-v-nails,1,167,0.6%,11.39
https://www.nailartai.app/nail-salons/pennsylvania/bloomsburg/organic-nails-spa-llc,1,167,0.6%,11.89
https://www.nailartai.app/nail-salons/pennsylvania/philadelphia/la-maison-nails-spa,1,165,0.61%,6.87
https://nailartai.app/nail-salons/alabama/gadsden/drip-nails-spa,1,165,0.61%,7.25
https://www.nailartai.app/nail-salons/pennsylvania/beaver/kelly-s-cuts,1,165,0.61%,8.28
https://nailartai.app/nail-salons/pennsylvania/pottstown/garden-nails-and-lashes,1,162,0.62%,10.12
https://nailartai.app/nail-salons/pennsylvania/wyomissing/anna-nails-spa,1,162,0.62%,11.54
https://nailartai.app/nail-salons/pennsylvania/lancaster/uniq-nails-spa,1,161,0.62%,10.04
https://nailartai.app/nail-salons/michigan/standish/studio-104,1,160,0.62%,6.65
https://nailartai.app/nail-salons/california/redding/sky-nail-spa,1,160,0.62%,9.24
https://nailartai.app/nail-salons/michigan/trenton/q-nails-spa,1,157,0.64%,9.49
https://nailartai.app/nail-salons/texas/fort-worth/west7-nail-bar-voted-best-of-fort-worth-20-off-builder-gel-gelx-nails,1,157,0.64%,12.09
https://www.nailartai.app/nail-salons/delaware/pike-creek/victoria-nails-salon,1,157,0.64%,13.83
https://www.nailartai.app/nail-salons/michigan/livonia/ken-nails-spa,1,156,0.64%,9.13
https://www.nailartai.app/nail-salons/michigan/port-huron/linda-nails,1,155,0.65%,6.87
https://www.nailartai.app/nail-salons/pennsylvania/hermitage/in-style-nails-spas,1,154,0.65%,9.44
https://nailartai.app/nail-salons/ohio/akron/grand-nails-llc,1,154,0.65%,14.38
https://nailartai.app/nail-salons/pennsylvania/lewisburg/star-nails,1,152,0.66%,11.56
https://www.nailartai.app/nail-salons/pennsylvania/hanover/amy-s-nail-spa,1,152,0.66%,18.42
https://nailartai.app/nail-salons/delaware/west-fenwick-island/venus-nails-fenwick,1,149,0.67%,11.93
https://www.nailartai.app/nail-salons/michigan/iron-mountain/exhale-906,1,149,0.67%,12.51
https://nailartai.app/nail-salons/pennsylvania/waterford/essence-nails,1,148,0.68%,16.94
https://www.nailartai.app/nail-salons/pennsylvania/malvern/paradise-nails,1,147,0.68%,12.93
https://www.nailartai.app/nail-salons/pennsylvania/dillsburg/camy-nails,1,145,0.69%,6.97
https://nailartai.app/nail-salons/michigan/midland/modern-nails,1,145,0.69%,8.23
https://nailartai.app/nail-salons/ohio/columbus/nail-theory-of-ua,1,141,0.71%,5.94
https://nailartai.app/nail-salons/michigan/bay-city/kim-nails,1,141,0.71%,9.01
https://www.nailartai.app/design/green-gradient-gold-star-ring-finger-christmas-nails-587c0033,1,141,0.71%,9.17
https://nailartai.app/nail-salons/pennsylvania/state-college/t-nails-spa,1,141,0.71%,9.47
https://nailartai.app/nail-salons/pennsylvania/archbald,1,141,0.71%,10.79
https://www.nailartai.app/nail-salons/pennsylvania/warminster/stk-nails,1,139,0.72%,7
https://nailartai.app/nail-salons/pennsylvania/ephrata/v-nails-lounge,1,139,0.72%,8.47
https://nailartai.app/nail-salons/pennsylvania/york/posh-nail-spa,1,139,0.72%,9.46
https://nailartai.app/nail-salons/illinois/springfield/polish-nail-spa-llc,1,138,0.72%,8.49
https://nailartai.app/nail-salons/illinois/aurora/dangina-studio,1,138,0.72%,9.06
https://nailartai.app/nail-salons/pennsylvania/ephrata/jn-hair-nails-spa,1,138,0.72%,10.46
https://nailartai.app/nail-salons/michigan/ann-arbor/signature-nails-spa,1,137,0.73%,8.05
https://nailartai.app/nail-salons/michigan/battle-creek/infiniti-nails,1,137,0.73%,9.02
https://www.nailartai.app/nail-salons/pennsylvania/perkasie/elegant-nails-by-laura,1,136,0.74%,7.92
https://www.nailartai.app/nail-salons/michigan/westland/t-l-nails,1,136,0.74%,9.39
https://www.nailartai.app/nail-salons/michigan/ann-arbor/leo-nails,1,134,0.75%,9.25
https://www.nailartai.app/nail-salons/pennsylvania/morrisville/dazzling-nails,1,132,0.76%,12.73
https://nailartai.app/nail-salons/michigan/port-huron/g-a-nails,1,130,0.77%,8.37
https://www.nailartai.app/nail-salons/michigan/lapeer/the-girl-house,1,129,0.78%,6.01
https://nailartai.app/nail-salons/pennsylvania/jenkintown/julie-s-nail-spa,1,129,0.78%,14.49
https://www.nailartai.app/nail-salons/pennsylvania/bloomsburg/ata-spa,1,128,0.78%,8.49
https://www.nailartai.app/nail-salons/michigan/muskegon/beauty-nails-spa,1,128,0.78%,10.42
https://www.nailartai.app/nail-salons/pennsylvania/spring-grove/heather-s-nails-tanning,1,128,0.78%,16.27
https://www.nailartai.app/nail-salons/michigan/muskegon/thai-cottage-spa,1,127,0.79%,9.63
https://www.nailartai.app/nail-salons/pennsylvania/lancaster/da-v-nails,1,127,0.79%,12.5
https://www.nailartai.app/nail-salons/pennsylvania/dickson-city,1,126,0.79%,11.36
https://nailartai.app/nail-salons/delaware/seaford/pretty-nails,1,126,0.79%,11.43
https://www.nailartai.app/nail-salons/pennsylvania/newtown,1,126,0.79%,15.25
https://www.nailartai.app/nail-salons/georgia/atlanta/sugar-polish-nail-bar-atlanta-10-off-new-customers,1,125,0.8%,6.82
https://www.nailartai.app/nail-salons/pennsylvania/bethlehem/nail-city,1,124,0.81%,7.29
https://www.nailartai.app/nail-salons/michigan/saginaw/tracy-nail-spa,1,124,0.81%,8.63
https://www.nailartai.app/nail-salons/pennsylvania/levittown/lotus-nail,1,124,0.81%,9.1
https://nailartai.app/nail-salons/pennsylvania/tunkhannock/beauty-nail,1,123,0.81%,9.65
https://nailartai.app/nail-salons/michigan/grandville/mirage-nails-spa,1,122,0.82%,6.63
https://www.nailartai.app/nail-salons/illinois/naperville/blessed-nails-spa,1,122,0.82%,20.35
https://www.nailartai.app/nail-salons/south-carolina/anderson/happy-nails-of-anderson,1,121,0.83%,9.09
https://nailartai.app/nail-salons/texas/abilene/hollywood-nails,1,121,0.83%,9.31
https://www.nailartai.app/nail-salons/michigan/dearborn/luxe-nails-spa,1,121,0.83%,12.29
https://www.nailartai.app/nail-salons/pennsylvania/warminster/vee-s-artistic-nails,1,120,0.83%,8.07
https://www.nailartai.app/nail-salons/pennsylvania/carbondale/jck-nails,1,120,0.83%,13.47
https://www.nailartai.app/nail-salons/michigan/battle-creek/wattles-park-hair-salon-spa,1,119,0.84%,10.53
https://nailartai.app/nail-salons/michigan/grandville/bliss-nail-bar,1,119,0.84%,11.87
https://nailartai.app/nail-salons/michigan/hillsdale/ten-on-the-table-spa,1,119,0.84%,12.85
https://nailartai.app/nail-salons/massachusetts/cambridge/sunny-nails,1,118,0.85%,9.48
https://nailartai.app/nail-salons/michigan/midland/g-h-nail-gallery,1,118,0.85%,11.56
https://www.nailartai.app/nail-salons/pennsylvania/philadelphia/periwinkle-nails,1,117,0.85%,7.21
https://nailartai.app/nail-salons/alabama/brewton/new-world-nails,1,117,0.85%,8.29
https://www.nailartai.app/nail-salons/florida/tampa/aq-nails-spa-westshore,1,117,0.85%,11.01
https://www.nailartai.app/nail-salons/pennsylvania/state-college/ivy-nails,1,116,0.86%,8.06
https://www.nailartai.app/nail-salons/pennsylvania/limerick,1,116,0.86%,10.16
https://www.nailartai.app/nail-salons/pennsylvania/lansdale/a-j-nails-spa,1,116,0.86%,10.21
https://www.nailartai.app/nail-salons/alaska/anchorage/vip-nails-spa,1,116,0.86%,11.64
https://www.nailartai.app/nail-salons/pennsylvania/aliquippa/nails-hope,1,116,0.86%,12.59
https://www.nailartai.app/nail-salons/pennsylvania/carlisle/tranquility-salon-wellness-center,1,115,0.87%,13.37
https://nailartai.app/nail-salons/pennsylvania/doylestown,1,115,0.87%,16.77
https://nailartai.app/nail-salons/michigan/hillsdale/viaggio-salon-spa,1,115,0.87%,17.12
https://www.nailartai.app/nail-salons/pennsylvania/easton/young-beauty-spa,1,114,0.88%,18.26
https://nailartai.app/nail-salons/indiana/fort-wayne,1,114,0.88%,27.22
https://nailartai.app/nail-salons/michigan/ann-arbor/natural-nails,1,113,0.88%,10.13
https://nailartai.app/nail-salons/oklahoma/anadarko/happy-nails,1,112,0.89%,8.21
https://www.nailartai.app/nail-salons/pennsylvania/greensburg/city-nails-and-spa-behind-westmoreland-mall,1,112,0.89%,8.72
https://nailartai.app/nail-salons/california/fairfax,1,112,0.89%,9.95
https://nailartai.app/nail-salons/south-dakota/aberdeen,1,112,0.89%,18.5
https://www.nailartai.app/nail-salons/pennsylvania/downingtown,1,111,0.9%,16.73
https://www.nailartai.app/nail-salons/michigan/belleville/734-beauty-lounge-nails-eyelash-extensions-lash-lifts-hair-extensions-color-more,1,110,0.91%,6.99
https://www.nailartai.app/nail-salons/pennsylvania/hermitage/t-t-nail-spa,1,110,0.91%,8.77
https://www.nailartai.app/nail-salons/michigan/ann-arbor/ocean-nails,1,109,0.92%,8.93
https://www.nailartai.app/nail-salons/pennsylvania/allentown/apsara-nail-studio-llc,1,109,0.92%,8.96
https://www.nailartai.app/nail-salons/delaware/smyrna/bb-nails-spa,1,109,0.92%,15.31
https://nailartai.app/nail-salons/michigan/sterling-heights/instyle-nails,1,108,0.93%,8.94
https://www.nailartai.app/nail-salons/pennsylvania/malvern/new-nail-pampering-parlour,1,106,0.94%,7.07
https://www.nailartai.app/nail-salons/michigan/rochester-hills/lv-nails-spa,1,106,0.94%,9.32
https://nailartai.app/nail-salons/pennsylvania/lancaster/nouvelle-nails-llc,1,106,0.94%,9.43
https://nailartai.app/nail-salons/texas/austin/ava-spa-nails,1,106,0.94%,16.08
https://www.nailartai.app/nail-salons/michigan/milan/rose-s-nail-spa-llc,1,105,0.95%,7.32
https://www.nailartai.app/nail-salons/pennsylvania/butler/t-q-nail,1,105,0.95%,9.69
https://www.nailartai.app/nail-salons/pennsylvania/greencastle/nail-two,1,105,0.95%,12.56
https://nailartai.app/nail-salons/pennsylvania/mount-joy,1,103,0.97%,12.46
https://www.nailartai.app/nail-salons/pennsylvania/shamokin/q-nails,1,102,0.98%,11.61
https://www.nailartai.app/nail-salons/michigan/southgate/cindy-s-nails,1,102,0.98%,12.02
https://nailartai.app/nail-salons/michigan/midland/bc-nails-design,1,102,0.98%,12.03
https://www.nailartai.app/nail-salons/pennsylvania/warminster/belle-palace-nail-spa-warrington,1,102,0.98%,12.84
https://nailartai.app/nail-salons/colorado/colorado-springs/peak-nails,1,101,0.99%,7.52
https://www.nailartai.app/nail-salons/pennsylvania/greensburg/nail-bar,1,101,0.99%,9.02
https://nailartai.app/nail-salons/pennsylvania/new-holland/99-nail,1,101,0.99%,11.04
https://www.nailartai.app/nail-salons/pennsylvania/souderton/revive-nail-bar,1,101,0.99%,11.56
https://nailartai.app/nail-salons/pennsylvania/west-chester/sunrise-nails-day-spa,1,101,0.99%,13.29
https://www.nailartai.app/nail-salons/delaware/hockessin/sugarcoat-nail-salon,1,101,0.99%,14.42
https://www.nailartai.app/nail-salons/pennsylvania/macungie/nails-by-steve-and-cathy,1,100,1%,5.26
https://nailartai.app/nail-salons/michigan/sterling-heights/imagine-nails-hayes-rd,1,100,1%,10.74
https://nailartai.app/nail-salons/pennsylvania/new-holland/ava-nail-spa,1,99,1.01%,8.76
https://www.nailartai.app/nail-salons/pennsylvania/blairsville/classy-nails-spa-boutique-llc,1,99,1.01%,9.22
https://nailartai.app/nail-salons/pennsylvania/north-wales/beyond-nails,1,99,1.01%,9.32
https://www.nailartai.app/nail-salons/pennsylvania/kennett-square/nailish-salon-for-natural-nails,1,99,1.01%,18.81
https://www.nailartai.app/nail-salons/pennsylvania/lebanon/natural-nails,1,98,1.02%,8.91
https://www.nailartai.app/nail-salons/michigan/ann-arbor/signature-nails-spa,1,98,1.02%,10
https://nailartai.app/nail-salons/delaware/long-neck/lotus-nails-spa,1,98,1.02%,11.58
https://nailartai.app/nail-salons/delaware/newark/pham-tastic-nails-spa,1,97,1.03%,6.38
https://nailartai.app/nail-salons/alabama/fultondale/nails-31,1,97,1.03%,11.29
https://www.nailartai.app/nail-salons/pennsylvania/wayne,1,97,1.03%,15.02
https://nailartai.app/nail-salons/michigan/muskegon/dazzling-nail,1,96,1.04%,7.6
https://nailartai.app/nail-salons/new-jersey/aberdeen/luvi-nails-spa,1,95,1.05%,11.56
https://nailartai.app/nail-salons/delaware/fenwick-island/venus-nails-fenwick,1,95,1.05%,14.39
https://nailartai.app/nail-salons/pennsylvania/philadelphia/periwinkle-nails,1,94,1.06%,7.03
https://nailartai.app/nail-salons/california/san-diego/hanny-nail-spa,1,94,1.06%,8.8
https://nailartai.app/nail-salons/michigan/white-lake/d-classy-nails,1,94,1.06%,8.82
https://nailartai.app/nail-salons/new-york/new-york/peach-bling-japanese-nail-atelier,1,94,1.06%,9.1
https://www.nailartai.app/nail-salons/michigan/howell/pro-nails,1,94,1.06%,9.22
https://www.nailartai.app/nail-salons/michigan/ypsilanti/modern-nails,1,94,1.06%,9.56
https://www.nailartai.app/nail-salons/michigan/standish/studio-104,1,93,1.08%,7.35
https://nailartai.app/nail-salons/california/la-verne/mirai-nail-and-spa,1,93,1.08%,8.63
https://www.nailartai.app/nail-art/occasion/veterans-day,1,93,1.08%,12.26
https://www.nailartai.app/nail-salons/pennsylvania/horsham/tips-toes-nail-ii,1,93,1.08%,12.37
https://nailartai.app/nail-salons/california/santa-rosa/sea-spa-nails-15-off-new-customer-only-b4-2pm,1,92,1.09%,7.37
https://www.nailartai.app/nail-salons/michigan/fenton/j-d-michel,1,92,1.09%,8.71
https://www.nailartai.app/nail-salons/pennsylvania/albion/beauty-by-brit,1,92,1.09%,9.62
https://nailartai.app/nail-salons/massachusetts/acton,1,91,1.1%,19.64
https://www.nailartai.app/nail-salons/michigan/mount-pleasant/gigi-nail-spa,1,90,1.11%,9.69
https://www.nailartai.app/nail-salons/michigan/marquette/the-u-p-hair-company,1,90,1.11%,10.03
https://www.nailartai.app/nail-salons/michigan/troy/lulu-nails-spa,1,90,1.11%,10.54
https://www.nailartai.app/nail-salons/pennsylvania/vandergrift/tisha-s-salon-spa-bar-llc,1,90,1.11%,10.97
https://nailartai.app/nail-salons/michigan/davison/modern-blend-studio,1,89,1.12%,7.91
https://nailartai.app/nail-salons/iowa/cedar-rapids/the-nail-shop,1,89,1.12%,8.65
https://nailartai.app/nail-salons/michigan/wixom/wonder-nails-spa,1,89,1.12%,11.33
https://nailartai.app/nail-salons/california/redding/a-to-z-nails,1,89,1.12%,11.71
https://www.nailartai.app/nail-salons/michigan/brighton/nurtured-nails,1,88,1.14%,5.97
https://www.nailartai.app/nail-salons/pennsylvania/stroudsburg/ooh-la-la-nail-spa,1,88,1.14%,8.31
https://nailartai.app/nail-salons/alabama/eufaula/envy-nails,1,88,1.14%,11.64
https://nailartai.app/nail-salons/michigan/marquette,1,88,1.14%,24.1
https://nailartai.app/nail-salons/california/lompoc/diamond-nail-salon,1,87,1.15%,6.25
https://www.nailartai.app/nail-salons/pennsylvania/new-holland/an-v-nails,1,87,1.15%,7.09
https://nailartai.app/nail-salons/delaware/hartly/valley-nails,1,87,1.15%,9.48
https://www.nailartai.app/nail-salons/pennsylvania/montoursville/mm-nail-spa,1,87,1.15%,11.69
https://nailartai.app/nail-salons/pennsylvania/warminster/lovely-nails-spa,1,87,1.15%,18.24
https://www.nailartai.app/nail-salons/pennsylvania/wilkes-barre/lv-nails-spa,1,86,1.16%,9.53
https://www.nailartai.app/nail-salons/pennsylvania/philadelphia/studio-n-r,1,85,1.18%,5.47
https://www.nailartai.app/nail-salons/pennsylvania/willow-grove/g-one-nails-spa,1,85,1.18%,8.62
https://www.nailartai.app/nail-salons/pennsylvania/york/lush-nails-studio,1,85,1.18%,9.64
https://www.nailartai.app/nail-salons/north-carolina/raleigh/manor-nail-bar,1,85,1.18%,12.73
https://www.nailartai.app/nail-salons/michigan/lowell/capital-nails-qt-nails-and-beauty-bar,1,85,1.18%,13.69
https://nailartai.app/nail-salons/michigan/hillsdale/hillsdale-s-nails,1,85,1.18%,13.78
https://nailartai.app/nail-salons/california/larkspur/nail-motif,1,84,1.19%,8.3
https://nailartai.app/nail-salons/michigan/battle-creek/le-nails,1,84,1.19%,8.83
https://nailartai.app/nail-salons/alabama/anniston/hedren-nails-llc,1,84,1.19%,8.95
https://nailartai.app/nail-salons/pennsylvania/mcsherrystown/manicuring-dreams-by-jeannie-llc,1,84,1.19%,9.83
https://nailartai.app/nail-salons/michigan/mount-pleasant/sky-salon,1,84,1.19%,9.93
https://nailartai.app/nail-salons/pennsylvania/bradford,1,84,1.19%,11.27
https://www.nailartai.app/nail-salons/pennsylvania/hanover/p-l-nails,1,84,1.19%,14.79
https://nailartai.app/nail-salons/pennsylvania/willow-grove/jm-fancy-nails-spa,1,84,1.19%,19.62
https://www.nailartai.app/nail-salons/michigan/muskegon/kim-nail-spa,1,83,1.2%,7.99
https://nailartai.app/nail-salons/michigan/romulus/lovely-nails,1,83,1.2%,11.01
https://nailartai.app/nail-salons/north-carolina/durham,1,83,1.2%,20.19
https://www.nailartai.app/nail-salons/michigan/ypsilanti/colorful-nails,1,82,1.22%,7.87
https://www.nailartai.app/nail-salons/michigan/ionia/creative-edge-hair-nails,1,82,1.22%,9.71
https://www.nailartai.app/nail-salons/pennsylvania/levittown/c-j-nails-iii,1,81,1.23%,8.11
https://nailartai.app/nail-salons/michigan/adrian/k-nails,1,81,1.23%,8.48
https://www.nailartai.app/nail-salons/michigan/ann-arbor/natural-nails,1,81,1.23%,8.98
https://www.nailartai.app/nail-salons/iowa/adair/n-nails,1,81,1.23%,10.53
https://www.nailartai.app/nail-salons/alabama/troy/trojan-nails,1,81,1.23%,11.65
https://nailartai.app/nail-salons/pennsylvania/butler/essence-nails,1,81,1.23%,13.81
https://www.nailartai.app/nail-salons/pennsylvania/new-holland/ava-nail-spa,1,81,1.23%,15.3
https://www.nailartai.app/nail-salons/pennsylvania/york/sisters-nails-spa,1,80,1.25%,6.19
https://nailartai.app/nail-salons/michigan/troy/the-polished-parlour,1,80,1.25%,8.45
https://www.nailartai.app/nail-salons/michigan/east-lansing/infinity-nails-and-spa,1,80,1.25%,10.49
https://nailartai.app/nail-salons/michigan/port-huron/luxe-nails-port-huron,1,80,1.25%,13.3
https://nailartai.app/nail-salons/michigan/escanaba/angel-nails-inside-meijer,1,80,1.25%,13.75
https://nailartai.app/nail-salons/pennsylvania/hermitage/darlene-nails-fancy-nails,1,79,1.27%,8.91
https://www.nailartai.app/nail-salons/pennsylvania/yardley/soft-walk-academy,1,79,1.27%,9.43
